text,id_1,id_2,id_3,id_4,id_5,id_6,id_7,id_8,id_9
"Отзыв. 5-6 мая 2023 года путешествовала с Туром «Волжское залесье». В целом организация поездки и ее маршрут понравились. Работу операторов оцениваю на 10 баллов (по десятибалльной системе). Отдельное спасибо и благодарность Гиду (с большой буквы) Алексию (к сожалению, его фамилию не знаю). Грамотный, эрудированный и компетентный во всех вопросах – рассказал много нового, чего в интернете сразу не найдешь, вежливый, терпеливый и заботливый на всем протяжение долгого путешествия. Его работу оцениваю на десять с плюсом баллов! (10+). Водителю Александру отдельную благодарность! Автобус вел ровно, без качков и дерганий, подача автобуса четко ко всем точкам локации. Считаю, что заявленный тематический Тур «Волжское Залесье» во многом обязан отлично скоординированной работе Гида и водителя.
Гостиница была выбрана удачно, отдельное спасибо оператору Евгении, которая мне порекомендовала Отель в центре города Костромы. Была дополнительная возможность после ужина полюбоваться набережной и закатами в Костроме. Очень понравилась экскурсия в Плесе, узнала очень много нового, благодаря Гиду Алексею, хотя с Плесом знакома давно.
Над чем следует поработать:
1.    в автобусе нет мест для зарядки телефонов. Если эта проблема не решаема, пожалуйста предупреждайте туристов об этом. Придется брать в путешествие пауэр банк.
2.    Нет аудиогида с наушниками или хотя бы микрофона для Гида. Группа из 33 человек на природе, в городе, на туристических объектах теряет треть информации. Невозможно расслышать то, что говорит Гид, если вы в трех-пяти метрах от него. Наш Гид Алексей на второй день осип/охрип. Поверьте, тяжело удержать внимание такой большой аудитории, без аудиогида.
3.    И большая ложка дегтя в бочке меда – это заключительный обед 06. Мая в Туристическом комплексе «Миловка». В этот день у нас был очень ранний завтрак, в 7 утра. Погода была не по-летнему холодная +8 утром и + 14 днем. Весь день пешим ходом (на шагомере 7 км) и прогулка на катере, некоторые промерзли на катере. После долгой прогулки на воздухе, аппетит нагуляли. Из Плеса специально пообедать привезли нас в «Миловку». Место красивое, шикарное, но «кадры решают все». Явно администратор, не рада была видеть нас на обед. Ушли почти голодные. Порции были очень маленькие. Салат подавался в чайных блюдцах! См. фото. В этой маленькой тарелочке надо было изловчится поймать на вилку салат так, чтобы он не размазался по столу. Суп подавался в маленькой чашке. Заявлено было, что это куриная лапша, но это не так. Суп был из бульонных кубиков с добавлением разной лапши и волокон куриного мяса. Пюре разбавленное водой, размазано по тарелке так, что дно тарелки просвечивает и маленькая куриная котлетка. В детском саду порции больше! Посадка за столы была очень плотная, См. фото. Я сидела на стыке сдвоенных столов – в расщелине тарелка прыгала. Напротив, за столом сидело два человека, а вот меня впихнули в расщелину между двух столов, и мы ютились втроем. Хотя зал огромный, места много и кроме нас никто не обедал. После долгой прогулки на воздухе, нам на обед - детские порции еды с компотом! Да лучше бы самовар в центре этой стилизованной избы поставили, что бы люди отогрелись чаем горячим с пирогами. Администратор «Миловке» молодая со злобным лицом и в черном костюме, как из похоронного бюро гоняла ряженных официантов. «Встречают по одежке, провожают по уму». Красивое, атмосферное место, а сотрудникам, работающим там явно не по плечу этот проект! Если бы была возможность там пообедать за свой счет, я бы так и сделала, так нет ничего! Все под заказ с долгим ожиданием. Почти голодные, мы отправились в обратный путь – это 6 часов до Москвы. Хорошо, что на автостоянках «Лукойл» всегда быстро можно выпить горячий кофе с бутербродом.",1,1,0,0,0,0,0,0,0
"79032693617-5
Спасибо гиду и водителю ????
А вот в Зарайском кремле(нас закрыли на стене (на ключ дверь)пока не дослушали экскурсию,нас не выпускали????????‍♀️ели успели в храм зайти
Но все равно ,мне понравилось ????
Совет или предложение ????‍♀️
Кларивая (разведение сомов)далеко не акваферма????????‍♀️
Если Вы разослали сообщение туристам,которые были там 8 марта (надеюсь,что им понравилось)люди не на столько глупые
Всем подали на второе одни хвосты от сома????????‍♀️и качество желает лучшего ????????‍♀️
Это просто мое мнение,и ни к чему не обязывает Вас
С Вами буду и дальше путешествовать ????
Спасибо за понимание",0,0,0,0,0,0,0,0,1
"10
Но вот последние места , нас было четверо, ужасные - тесно, неудобно и испортило впечатление. Правда менеджер уверяла меня, что это чуть ли не лучшие места.",0,0,0,0,0,0,0,0,1
"9250745688 - 5 Не могу сказать , что нам все понравилось!!! Растянутое время на осмотр достопримечательностей Ржева ( а их практически нет, так как город после войны начисто стерт с земли ) в Старицу приехали уже в темноте, город не увидели от слова « совсем». Работу местных экскурсоводов можно оценить на 10.",0,0,0,0,0,0,0,0,1
"9032058378 - 3
Добрый день, на троечку, потому что , ожидали большего, обед прошёл вкусно, и всё! Развлекали сами себя. Музей краеведческий и обзорная экскурсия понравились. Спасибо водителю Сергею, всё прошло отлично",0,0,0,0,0,0,0,0,1
"79057231997 - оценка 4 - Отель "" Русская деревня 3* очень понравился. Номера очень интересно оформлены. Еда , вкусная , разнообразная.
Экскурсии , нормальные.
А вот эксскурсоводу нужно быть повнимательнее при посадке туристов смотреть все ли туристы на месте ? Только потом отправлять автобус.
Это пожелание.
Масленица , была яркая , весёлая.
Спасибо.",0,0,0,0,1,0,0,0,0
"не понравился экскурсовод, не организованный.
",0,0,0,1,0,0,0,0,0
"В Ярославле основная экскурсия длилась 40 минут, а дополнительная за 2000 рублей, на которую пошли 12 человек из 46, длилась 2,5 часа. И нам пришлось это время ждать. Это довольно не удачное планирование.                    После экскурсии по Ярославлю нас вернули в отель в Кострому — 80 км пути. А утром обратно эти 80 км плюс дорога до Ротова. В Ростове экскурсию провели хорошо, а на Переславль времени не хватило. Даже не отвезли на Плещеево озеро, очень жаль. Общую оценку я поставлю 4.",0,0,0,0,0,1,1,1,0
"79035269444 - Да. Спасибо. Отличная экскурсия. Гид талантливый. Прям актёр.
Однако
У кого я спрашивала не было контакта гида. Что и привело к нервной ситуации.
Не поняла зачем спрашивали паспорт если там идёт реставрация и нет никакой охраны.

",0,0,0,0,0,0,0,0,1
"9163174103 - 9 9. Все экскурсии понравились, организация была хорошая, но в последний день обед был в час дня, и мне кажется, что необходимо было организовать перекус в кафе или снабдить сухим пайком после экскурсий в Гороховце. А то в автобусе есть нельзя, а заезд в магазин или кафе не предусмотрен. Была тех. Остановка на 20 минут, но этого хватило только на туалет.( очереди ).
Экскурсоводы все очень понравились!!!",0,0,0,0,0,0,0,0,1
"Все понравилось. Руководитель Ксения Борисовна, настоящий профессионал.
Неприятный осадок оставил экскурсовод в Сергиевой Лавре. Семинарист 1 курса, он не глубоко знает свой предмет.",0,0,0,0,1,0,0,0,0
"Здравствуйте! Поездка прошла отлично! 10! Первые день был очень насыщенный, обед получился очень поздний, многие туристы устали. Поэтому дегустацию пряников любили восприняли плохо, тем более, что проходила она в довольно темном помещении, ведущей было трудно. Рассылка в ресторане на ужине и на победах могла бы быть не такой компактной, тем более что место позволяло. Экскурсовод Виталий в Твери необыкновенный! в Торжке можно было побыть подольше, но это личное ощущение. Спасибо за прекрасную организацию и сам маршрут!",0,0,0,0,0,1,0,0,0
"9281054333 - Спасибо все хорошо!!!
Но автобус был неисправен и работах кондиционер и было холодно ",1,0,0,0,0,0,0,0,0
"наш гид Антон с пониманием и вниманием относился к нашим капризам, грамотный и комфортный человек, за всеми присматривал, всегда напоминал нам во сколько и где встречаемся, давал четкие ориентиры. У него грамотная речь. Он интересный рассказчик. Гиды в городах прекрасные, особенно запомнилась гид в Твери, это просто человек из сказки. Видно как человек любит свой город. Гид в Великом Новгороде которая водила группу с наушниками (за них отдельное спасибо, всё слышно и не надо толпиться, что бы слышать
Она просто влюбила меня в Новгород, обязательно туда вернусь с друзьями.
Гид в Пскове как родная, честное слово. Мы столько ходили, она за всеми следила, что бы мы не терялись. И рассказ её был такой лёгкий, информации много, но как интересно она рассказывала.
В пушкинских местах, кроме основного гида били и другие, не знаю кого и выделить, все профессионалы. И место чудесное...
Извините что не запомнила имён гидов, у меня плохая память на имена
Теперь про питание. у меня завтраки и обеды. Первая остановка на обед в Твери 10 баллов по вашей шкале. Место, обслуживание, чистота, сервировка, еда, всё замечательно. Отдельное спасибо за коробочки и пакетики в которые можно было сложить еду, которую не доели.
Завтрак в Садко откровенно не очень. Каша была на кислом молоке и мне пришлось есть блины, которые были вкусные но холодные. Там было чисто, красивый зал и сервировка достойная.
Обед в Изборске... первое не солёное, и соль на столе тоже не солёная... слойки были хорошие, обслуживание медленное.
На завтрак в гостинице Рижская меня пустили не сразу, и несколько раз, строго предупредили что выносить еду с собой нельзя. И даже не разрешили кипяток в термос налить... перед дверьми нас собралось не мало и мы ждали пока столики освободятся. Во время нашего ожидание перед дверьми ресторана там мыли полы и уборщице очень не нравилось что мы там стоим. Завтрак впрочем мне понравился, он был разнообразный и то что я пробовала было очень вкусно. Выпечка свежая.
Обед в пушкинских местах. Я не много ждала от столовой, но еда мне очень понравилась, почти домашняя. Быстрое и внимательное обслуживание. Выпечка невероятно вкусная. Отдельное спасибо за хрен и горчицу.
Теперь про размещение. гостиница Садко, чисто, номер удобный, и стульчик в душевой, и единый пол без порожков в номере, чисто, ночник удобный, розетки в доступных местах и необходимое количество. Полный набор косметики для тела, набор по уходу за обувью. столик для чемодана. Плотные шторы и в целом хороший дизайн в номерах и общественных зонах.
гостиница Рижская это страшный сон, за неё и снизила баллы. номер маленький и кругом ступеньки, из коридора в ванную комнату, из коридора в комнату, полотенца были чистые но такого застиранного цвета. Кровати там без наматрасников, между обивочной тканью дивана (кровать всё таки подразумевает наличие матраса) и мной была только простыня. Пододеяльник лежал просто на подушке, мне пришлось одеяло заправлять самой. Я думаю что не предполагалось ч то летом посетители готовы спать под синтетическими покрывалами. Хорошо, что мы много ходили и я быстро уснула. Ванная комната отдельный разговор. Холодный полотенце сушитель... ну какие 3 звезды...и ванна с таким высоким бортиком, как туда залезть, это мне ещё не много лет... дно желтое. кругом налет и на плитке и на сантехнике. И даже ложки для обуви не было
Водитель Александр, 10 баллов.
",0,1,1,0,0,0,0,0,0
Не понравилась организация  питания в туре. 30 минут ждали около столиков за которыми кушали. Предыдущий автобус опоздал из-за чего была задержка. Никто не прокомментировал это. Сотрудники приносили все по 1 вилке. На стол где 5 человек принесли только 3 чайных пакетика. Очень расстроены данным отношением ,0,1,0,0,0,0,0,0,0
"Маршрут составлен совсем без учёта пробок. Хотя весь план был выполнен, но всё было скомкано и спутано. Сопровождающая не давала информацию во сколько и где она будет ждать группу после экскурсий. Свободное время было дано только в Мышкине на 15 минут, хотя нам и не нужно большой прогулки, но группа большая и, хотя бы сувениры нужно успеть купить, а 15 минут это только в туалете постоять в очереди. Информация в пути от сопровождающей неинформативна. Она не справляется с группой в 47 человек и не может сориентировать группу. Своей религиозностью очень утомляет. Не нужно считать, что все должны быть верующими, как она. Пока у нас светское государство и от гида ожидаешь другой информации, а не в основном рассказы про то как нужно верить в чудеса исцеления и крестные ходы. Водитель ворчал так, что на 11 ряду было слышно, что он чем-то недоволен. Мы отдыхать поехали, а он негатив на нас выливал. Первый раз такую парочку встретили. В прошлые разы от гидов прям удовольствие получали, водители нейтрально себя вели. А тут прям суета от гида и усталость от водителя. Очень надеюсь, что вы примите во внимание мой отзыв и в следующем путешествии таких впечатлений не будет.
",1,0,0,1,0,0,0,1,0
"9651429899 - 4 Очень плохая организация поездки, начиная от подачи, автобуса и заканчивая организации самих экскурсий. Автобусы не оборудованы как было обещано биотуалетами, из за задержки выезда из Москвы, не было возможности для достаточной остановки купить воды, огромные очереди в туалеты, кругом всё бегом, т.к везде были задержки с экскурсоводами, автобусы неудобные очень сидеть, кресла неудобные, в салоне автобуса присутствовал запах выхлопного топлива из за чего люди всю дорогу кашляли .",1,0,0,0,0,0,0,0,1
"79261707847- 5, Замечательный гид Елена!!! Она была всегда рядом с ответами на наши вопросы! Водитель не открывал 1 дверь, и приходилось всей группе использовать для входа и выхода только дверь в центре автобуса. Возрастной группе это было ещё и очень тяжело. Первый раз при ваших поездках встретилась такая ситуация...Жаль.",1,0,0,0,0,0,0,0,0
"9289633205 - 10 - Добрый вечер
1. Водителю Александру 100000 из 10- сдержанныы, уравновешенныйаоспитанный, осторожный , профессионал, не лихач и не черепаха- все в меру, максимально положительные впечатления.
2. ⁠Гиды по маршруту10 !
Сопровождающая( гидом ее никак нельзя назвать) Марина -полная противоположность. Собранность на нуле, ждали в автобусе именно ее по 20-30 мин!!! 4 часа по пути в Смоленск она молчала, не рассказывая ничего. На вопросы отвечала односложно-приедем, вам там все расскажут ! Микрофон был ею разряжен( но были аппаратики ) , но ей было не досуг нас развлекать. Плюс максимально некорректна, обсуждала туристов, высмеивая их( я сидела за ней и мне была мерзко) , нет никакого человеколюбия- женщина опаздывала на поезд и она даже не пыталась изобразить сочувствие, наоборот сделала все, чтобы человек не имел шансов успеть. Напоследок , проезжая мимо метро , убедила водителя не останавливаться, а объехать вокруг, чтобы было удобнее ( этт по пробкам заняло еще 10 мин) . Да, может так было удобнее для большинства, но были готовы пойти навстречу опаздывающей и переживающей женщине. На обратном пути она на нашу очередную просьбу рассказать об истории мест, которые мы посещаем, на отвяжись начала нести полную ахинею, чтобы мы просто отвязались
Разве подобный бред можно расценить как содержательный и познавательный рассказ гида?
Гостиница -отличное расположение, еда на 7 , организация была не на уровне- но тут скорее всего тоже вина Марины. Мы везде ждали пока она созвонится и выяснит по оплате билетов, почему это нельзя было делать раньше, пока группа была на экскурсии с гидом или по ходу езды
Теперь Дорогобуж, точнее глобус, на который нас привезли полюбоваться в темноте, сам город мы не посетили, хотя он был заявлен, но смысл лазать по валу ночью никто не видел, после 4- часового переезда, увидев глобус , все были раздражены . Город заслуживает внимание и почему его не посмотреть на обратном пути?
",0,0,0,1,0,0,0,0,0
"плохо организована посадка в автобус у отеля Космос, люди снуют туда-сюда, лавируя между автобусами прям под колесами, это отнимает очень много времени, особенно, когда приехал ""впритык"" по времени, должны быть указаны в смс рег номера машин, чтобы хоть так идентифицировать нужный, а не заходить в автобус, называть фамилию и разворачиваться, потому что это не твой автобус на Калязин (а их там много на Калязин и не только). Также удобно было бы пронумеровать стоянки автобусов и указывать их в смс. Также просьба к гидам: выходить на улицу или спускаться на первую ступень автобуса, потому что когда оказывается, что это не твой автобус, то неудобно разворачиваться и спускаться с вещами, еще и люди прям в спину тебе дышат и не развернуться никак (наш гид так и сделала, а другие уперто сидели в автобусах)
",0,0,0,0,0,0,1,1,0
"Добрый день!)
Тур был замечательный. Прекрасный и вежливый наш гид Татьяна, которая на протяжение всей поездки очень интересно рассказала о городах и их жителях. Замечательный и аккуратный по вождению водитель Дмитрий. Все экскурсоводы в городах были тоже отличными .
У меня пожелание сделать все экскурсии с аудиогидами. Это очень удобно, и даже более , необходимо для большой группы. Отсутствие аудиогидов для большой группы - это очень большой минус.",0,0,0,0,0,0,0,0,1
"Экскурсия понравилась, только обратная дорога заняла много времени , но это не ваша вина, поэтому оценка 9.",0,0,0,0,0,0,0,1,0
"Тест 

Стоимость изменена с 0.00 на 27800.00.
Доп.услуга: 0.00.
К оплате: 27800.00 - 3336.00 + 0.00 = 24464.00.

Тест",1,1,0,1,1,1,1,1,1
"9036101894 - 9
Не помешало бы наличие аудиогида. Группа была небольшая - обошлись, а если бы была больше, то затруднительно было бы слышать экскурсовода. Особенно в условиях города, вблизи автодорог.
Спасибо большое гиду по маршруту следования за интересные факты из истории России, о которых я не знал. Спасибо водителю за комфортную поездку.Также очень интересно и увлекательно рассказывала гид Вера во Владимире.
",0,0,0,0,0,0,0,0,1
"Тур хороший ) интересный ) много мест которые хочется отметить ) есть кое, что хотелось бы посмотреть ГЭС красив и фундаментален. А мы пролетаем и почти не оставляя участия) Водителя еще бы по вежлееве и по участливее )


Мы ездили на выходных тур Уездный город 3 ! Очень много положительных моментов и эмоций , малость отметили Все не дружелюбного водителя, дороги и пробки, но это бич России. Еда прямо сказать «столовский совковый колорит» Опять наш казус прошлых лет. Организация Туров на высшем уровне

Ирина Малетина
Наш туроператор. Молодчина
За то писала о размещении гостиницы в Ярославле и смотрю учли ) копии Документов не оставляем )))
В этот раз )
Вы все работаете так как надо !
",0,0,0,0,0,0,0,0,1
"79265737609 - 1 - Гид - Елена Николаевна- отвратительна , безграмотна, людей в принципе ненавидит и не соответствует званию гида
",0,0,0,1,0,0,0,0,0
"Отличная экскурсия. Но, как всегда в последнее время, не продуман обратный маршрут. Тем, кто живет на юге, юго-западе, приходится делать огромный круг и возвращаться обратно. Это вызывает крайний негатив у большинства экскурсантов!
Водителю огромное спасибо! Нашел нестандартный выход из ситуации. Люди остались довольны.",0,0,0,0,0,1,0,0,0
